"District","State","YearCode","District.Code","State.Code","Amount.of.Arsenic","Amount.of.carbonate","Amount.of.Calcium","Amount.of.Chloride","Amount.of.Electrical.Conductivity","Amount.of.Fluorine","Amount.of.Iron","Amount.of.Hydrogencarbonate","Amount.of.Potassium","Amount.of.Magnesium","Amount.of.Nitrate","Amount.of.Sodium","Percentage.of.Sodium","Amount.of.Phosphate.Ion","Amount.of.Residual.Sodium.Carbonate","Amount.of.Sodium.absorption.ratio","Amount.of.Sulfate","Amount.of.Silicon.dioxide","Amount.of.Hardness.Total","Amount.of.Alkalinity.Total","Amount.of.Total.Dissolved.Solids","Amount.of.Potential.of.Hydrogen","district_year_id","SDP","Ginni.Index"
"Udaipur","Rajasthan",2017,117,8,"","3.63636363636364","89.030303030303","239.212121212121","1540.30303030303","0.613333333333333","0.707878787878788","412.545454545455","4.44848484848485","56.5693939393939","35.6666666666667","167.030303030303","","0.203125","","","104.181818181818","","455.181818181818","344.22303030303","1001.19696969697","8.10606060606061","117_2017",557618,"0.28"
"Udaipur","Rajasthan",2018,117,8,"0","13.05","47.8","187.65","1399.75","0.183625","0.02705","280.9","17.95025","46.868","56.15605","180.275","","0.02535","0","4.4595","153.275","0","312","251.99575","909.8375","7.9895","117_2018",568102,"0.28"
"Udaipur","Rajasthan",2016,117,8,"","7.11111111111111","77.1851851851852","249.564444444444","1631.2962962963","0.937037037037037","0.474814814814815","410.985185185185","32.1444444444444","56.3053037037037","52.5185185185185","189.518518518519","","0.321037037037037","","","124.703703703704","","424.481481481481","","1060.34259259259","8.16518518518519","117_2016",529650,"0.28"
"Udaipur","Rajasthan",2009,117,8,"","1.5","82.7317073170732","161.926829268293","1268.29268292683","1.26146341463415","0.778048780487805","397.90243902439","18.010243902439","34.9024390243902","30.3136585365854","126.268292682927","","","2.957","3.12268292682927","61","","349.024390243902","328.585365853659","","7.70829268292683","117_2009",161159,"0.28"
"Udaipur","Rajasthan",2004,117,8,"","0.387096774193548","78.1818181818182","182.666666666667","1272.42424242424","1.18909090909091","4.1796875","377.30303030303","22.28125","49.3333333333333","34.2121212121212","123.030303030303","","","2.586","2.75363636363636","59.1515151515151","","360","309.872727272727","","7.99636363636364","117_2004",112636,"0.28"
"Udaipur","Rajasthan",2003,117,8,"","","","","","","","","","","","","","","","","","","","","","","117_2003",92712,"0.28"
"Udaipur","Rajasthan",2001,117,8,"","1.62162162162162","78","155.842105263158","1229.60526315789","1.29","0.701842105263158","392.078947368421","15.1268421052632","33.4736842105263","19.4436842105263","126.605263157895","","","2.879","3.20052631578947","62.6578947368421","","331.315789473684","324.002631578947","","7.72526315789474","117_2001",79936,"0.28"
"Udaipur","Rajasthan",2006,117,8,"","0.923076923076923","117.74358974359","274.923076923077","1720.38461538462","0.748717948717949","0.794615384615385","402.230769230769","40.8789473684211","53.4615384615385","89.6207692307692","161.846153846154","","","2.65833333333333","3.12272727474359","97.5384615384615","","501.538461538462","331.235897435897","","7.78282051282051","117_2006",134350,"0.28"
"Udaipur","Rajasthan",2002,117,8,"","0","93.1891891891892","197.108108108108","1412.2972972973","1.43567567567568","1.25472222222222","406.783783783784","10.4714285714286","36.6594594594595","53.5256756756757","173.189189189189","","","3.47333333333333","3.99621621621622","112.216216216216","","384.054054054054","333.424324324324","","7.76783783783784","117_2002",70333,"0.28"
"Udaipur","Rajasthan",2014,117,8,"","8.16","95.1111111111111","184.384615384615","1118.88888888889","0.973461538461538","0.604814814814815","280.076923076923","1.29259259259259","35.3418518518518","45.2692307692308","100.348148148148","","","-5.96148148148148","2.24259259259259","129.730769230769","","383.333333333333","242.648076923077","","8.07","117_2014",465408,"0.28"
"Udaipur","Rajasthan",2008,117,8,"","6.33333333333333","72.9","366.05","2086.25","0.901","1.3135","422.05","61.25","67.05","102.554","280.15","","","2.65666666666667","5.3675","178.45","","458.7","355.445","","8.181","117_2008",152284,"0.28"
"Udaipur","Rajasthan",2011,117,8,"","0","99.1111111111111","176.777777777778","1425.55555555556","0.63","0.333529411764706","429.611111111111","17.0611111111111","38.775","70.1333333333333","167.833333333333","","","3.94","3.58","120","","407.222222222222","352.133333333333","","7.71833333333333","117_2011",395331,"0.28"
"Udaipur","Rajasthan",2007,117,8,"","0","109.677419354839","238.41935483871","1670.32258064516","0.942258064516129","1.31258064516129","446.354838709677","43.9129032258065","45","111.765161290323","185.387096774194","","","3.925","3.69483870967742","111.935483870968","","459.032258064516","365.867741935484","","7.44483870967742","117_2007",140471,"0.28"
"Udaipur","Rajasthan",2005,117,8,"","8","82.3333333333333","291.75","1501.66666666667","1.07166666666667","3.72363636363636","294.833333333333","8.48909090909091","45.9166666666667","50.7875","186.833333333333","","","1.395","3.4975","94.8333333333333","","395","255","","8.12166666666667","117_2005",120202,"0.28"
"Udalguri","Assam",2002,617,18,"","","","","","","","","","","","","","","","","","","","","","","617_2002",35708,"0.19"
"Udalguri","Assam",2003,617,18,"","","","","","","","","","","","","","","","","","","","","","","617_2003",37905,"0.19"
"Udalguri","Assam",2015,617,18,"","28","28.8444444444444","56.8222222222222","150.555555555556","0.231111111111111","1.62444444444444","84.4444444444444","15.1466666666667","7.24666666666667","5.45","29.0844444444444","","","-0.471111111111111","1.46222222222222","14.1555555555556","","101.777777777778","89.9588888888889","","8.03111111111111","617_2015",167629,"0.19"
"Udalguri","Assam",2009,617,18,"","","","","","","","","","","","","","","","","","","","","","","617_2009",61294,"0.19"
"Udalguri","Assam",2011,617,18,"","0","30","","574.75","","","144.525","23.25","30","","33","","","","1.0425","","","195","","","7.915","617_2011",129354,"0.19"
"Udalguri","Assam",2018,617,18,"0","0","27.7364571428571","25.8278571428571","257.571428571429","0.371428571428571","1.01972857142857","97.2205714285714","8.19285714285714","6.92135926814286","5.86457142857143","17.4042857142857","","0","-0.72540426","0.80287236","25.1378428571429","0","97.8571428571429","97.2205714285714","144.5","6.761","617_2018",204627,"0.19"
"Udalguri","Assam",2008,617,18,"","0","21.8","","378.2","0.20125","0.425","90.9","","13.7","","","","","0.446666666666667","","17.5","","103.5","","","7.781","617_2008",56123,"0.19"
"Udalguri","Assam",2000,617,18,"","","","","","","","","","","","","","","","","","","","","","","617_2000",32821,"0.19"
"Udalguri","Assam",2001,617,18,"","","","","","","","","","","","","","","","","","","","","","","617_2001",33668,"0.19"
"Udalguri","Assam",2013,617,18,"","","","","","","","","","","","","","","","","","","","","","","617_2013",138725,"0.19"
"Udalguri","Assam",2017,617,18,"","","","","","","","","","","","","","","","","","","","","","","617_2017",195262,"0.19"
"Udalguri","Assam",2007,617,18,"","0","28","","439.181818181818","","0.558181818181818","147.290909090909","0.461111111111111","11.4036363636364","","","","","1.44666666666667","","16.1818181818182","","116.363636363636","","","7.79272727272727","617_2007",52968,"0.19"
"Udalguri","Assam",2012,617,18,"","1.5","30","","574.75","","","144.4","23.25","29.845","","33","","","","1.045","","","195","120.875","","7.9025","617_2012",132518,"0.19"
"Udalguri","Assam",2005,617,18,"","0","29.6363636363636","","331.727272727273","0.319","1.56909090909091","106.545454545455","","6.29090909090909","","","","","0.146666666666667","","13.1818181818182","","100","","","7.38090909090909","617_2005",48602,"0.19"
"Udalguri","Assam",2016,617,18,"","13.1428571428571","27.8095238095238","38.8582452380952","329.857142857143","0.23","3.34428571428571","109.809523809524","10.497619047619","11.8336107619048","0.823809523809524","24.202380952381","","","0","0","12.102357175619","","118.333333333333","122.952380952381","176.001904761905","8.079","617_2016",179632,"0.19"
"Udalguri","Assam",2006,617,18,"","0","28","","318.818181818182","0.301","1.24181818181818","117.454545454545","","5.62727272727273","","","","","1.144","","14.5454545454545","","101.363636363636","","","7.28181818181818","617_2006",50797,"0.19"
"Udalguri","Assam",2014,617,18,"","48","33.6","33.34","277.8","0.1775","2.06","60.8","11.658","12.098","0.98","17.48","","","-0.152","0.71","11.14","","133.6","129.836","","8.54","617_2014",146425,"0.19"
"Udalguri","Assam",2010,617,18,"","","","","","","","","","","","","","","","","","","","","","","617_2010",64310,"0.19"
"Udalguri","Assam",2004,617,18,"","","","","","","","","","","","","","","","","","","","","","","617_2004",47181,"0.19"
"Udam Singh Nagar","Uttarakhand",2006,56,5,"","","32.5333333333333","66.2066666666667","514.8","0.131538461538462","","189.933333333333","11.7666666666667","32.6846666666667","8.72142857142857","41.6246666666667","","","","1.27","33.0933333333333","","215.6","155.693333333333","","8.04533333333333","56_2006",28514,"0.3"
"Udam Singh Nagar","Uttarakhand",2002,56,5,"","","32","59.21","671.5","0.03","","244","2.65","29.457","","12.3","","","","0.365","23.8","","201","199.99","","8.125","56_2002",14413,"0.3"
"Udam Singh Nagar","Uttarakhand",2014,56,5,"","","41.6","16.325","514.904761904762","0.373333333333333","","269.619047619048","2.83714285714286","22.29","1.31315789473684","26.4095238095238","","","1.21809523809524","0.924285714285714","22.2368421052632","","188.47619047619","220.999523809524","","8.01904761904762","56_2014",125702,"0.3"
"Udam Singh Nagar","Uttarakhand",2011,56,5,"","26.8","19.8461538461538","12.4375","377.1875","0.326923076923077","","156.384615384615","3.86923076923077","29.4061538461538","11.2055555555556","15.5538461538462","","","0.67","0.540769230769231","38.8833333333333","","170.461538461538","145.376923076923","","8.19583333333333","56_2011",101960,"0.3"
"Udam Singh Nagar","Uttarakhand",2017,56,5,"","","","","","","","","","","","","","","","","","","","","","","56_2017",162205,"0.3"
"Udam Singh Nagar","Uttarakhand",2010,56,5,"","11.6833333333333","28.304347826087","28.6272727272727","442.565217391304","0.297391304347826","","185.9","7.035","28.7421739130435","12.6975","24.3739130434783","","","0.89","0.767391304347826","40.3142857142857","","191.6","158.225","","8.0865","56_2010",47967,"0.3"
"Udam Singh Nagar","Uttarakhand",2007,56,5,"","28.6666666666667","28.2857142857143","56.821052631579","502.857142857143","0.176666666666667","","172.333333333333","9.58095238095238","32.8014285714286","11.8058823529412","28.147619047619","","","0.12","0.867142857142857","36.7142857142857","","205.666666666667","164.752380952381","","7.93333333333333","56_2007",33498,"0.3"
"Udam Singh Nagar","Uttarakhand",2018,56,5,"","","","","","","","","","","","","","","","","","","","","","","56_2018",166519,"0.3"
"Udam Singh Nagar","Uttarakhand",2004,56,5,"","25","33.72","51.0111111111111","849.7","0.386666666666667","","261.3","1.73333333333333","29.193","69.95","10","","","","0.34","28.3333333333333","","202.5","218.35","","8.16","56_2004",22288,"0.3"
"Udam Singh Nagar","Uttarakhand",2015,56,5,"","","56.4761904761905","16.97","594","1.4","","295.761904761905","2.66666666666667","21.9047619047619","11.1285714285714","27.25","","","0.459047619047619","0.826","30.2190476190476","","230.47619047619","242.429047619048","","8.04761904761905","56_2015",136144,"0.3"
"Udam Singh Nagar","Uttarakhand",2005,56,5,"","18.5","31.4761904761905","36.0285714285714","513.47619047619","0.27125","","221","4.68","36.1342857142857","18.9583333333333","22.7095238095238","","","1.94","0.643809523809524","41.93","","227.095238095238","181.28","","8.035","56_2005",25448,"0.3"
"Udam Singh Nagar","Uttarakhand",2003,56,5,"","","18","14","1725.57142857143","0.832857142857143","","162","1.1","35.76","16","8.7","","","","0.27","43","","192","132.8","","7.76","56_2003",15553,"0.3"
"Udam Singh Nagar","Uttarakhand",2009,56,5,"","14.5","28.8","22.1833333333333","445.52","0.3","","208.347826086957","6.93636363636364","25.948","9.59588235294118","25.7512","","","0.44","0.8804","27.675","","180.434782608696","176.026086956522","","7.89130434782609","56_2009",43407,"0.3"
"Udam Singh Nagar","Uttarakhand",2000,56,5,"","","33.7142857142857","25.3142857142857","481.714285714286","0.371428571428571","","213.428571428571","13.6","27.9242857142857","31.5325","21.5714285714286","","","","0.734285714285714","37.5","","199.285714285714","140.2","","7.9","56_2000",12582,"0.3"
"Udam Singh Nagar","Uttarakhand",2012,56,5,"","15.7666666666667","29.4210526315789","18.5333333333333","502.157894736842","0.56","","206.923076923077","5.76923076923077","27.5077777777778","11.2391666666667","26.9210526315789","","","2.87","1.03052631578947","34.1578947368421","","211.846153846154","189.658333333333","","8.2","56_2012",109528,"0.3"
"Udam Singh Nagar","Uttarakhand",2016,56,5,"","36","52.2","25.78","582.425","0.403636363636364","","281.35","2.5974358974359","29.1225","6.8","22.28","","0.45","","","28.9055555555556","23.425","250.375","","","7.9105","56_2016",150303,"0.3"
"Udam Singh Nagar","Uttarakhand",2013,56,5,"","32.5","20.2","44.2","485.8","0.5325","","146.6","12.425","27.57","27.6666666666667","34.8","","","3.46","1.1825","28.5333333333333","","163.8","141.82","","8.162","56_2013",117778,"0.3"
"Udam Singh Nagar","Uttarakhand",2001,56,5,"","","35.6666666666667","128.833333333333","1067.83333333333","0.365","","307","112.7","37.1666666666667","43.6","67.6666666666667","","","","1.893209441","64.8","","243.333333333333","","","7.98333333333333","56_2001",13179,"0.3"
"Udam Singh Nagar","Uttarakhand",2008,56,5,"","0","29.0833333333333","26","434.458333333333","0.21","","181.666666666667","7.70869565217391","26.5991666666667","10.9268421052632","21.6416666666667","","","","0.7075","35.55","","181.958333333333","148.9","","7.89916666666667","56_2008",37064,"0.3"
"Udhampur","Jammu And Kashmir",2016,14,1,"","0","36.8888888888889","23.1111111111111","411.666666666667","0.0666666666666667","0.39","256.222222222222","1.79444444444444","22.3333333333333","4","53.4444444444444","","","","","53.2289396446667","","183.055555555556","","214.066666666667","7.69111111111111","14_2016",82636,"0.26"
"Udhampur","Jammu And Kashmir",2018,14,1,"","","","","","","","","","","","","","","","","","","","","","","14_2018",93072,"0.26"
"Udhampur","Jammu And Kashmir",2017,14,1,"","","","","","","","","","","","","","","","","","","","","","","14_2017",87591,"0.26"
"Udhampur","Jammu And Kashmir",2007,14,1,"","6.66666666666667","37.7777777777778","30.2222222222222","449","0.224444444444444","","212","1.42333333333333","15.9855555555556","5.98888888888889","37.1111111111111","","","2.89","1.35222222222222","","","160","","","8.08333333333333","14_2007",27387,"0.26"
"Udhampur","Jammu And Kashmir",2002,14,1,"","3","60.375","29.5","561.375","0.124","0.625714285714286","235.625","5.55","14.435","3.9875","30.375","","","1.92","0.8875","9","","210","","","7.84","14_2002",14907,"0.26"
"Udhampur","Jammu And Kashmir",2012,14,1,"","0","51.4545454545455","57.8181818181818","474.545454545455","0.104","0.288181818181818","175.181818181818","1.23636363636364","13.8090909090909","8.40909090909091","26.6727272727273","","","1.02","0.779090909090909","14.7272727272727","","185.363636363636","","","7.50545454545455","14_2012",67316,"0.26"
"Udhampur","Jammu And Kashmir",2009,14,1,"","0","57.3333333333333","33.5777777777778","564.444444444444","0.0644444444444444","0.498888888888889","262.444444444444","3.41111111111111","23.8377777777778","10.4777777777778","21.7777777777778","","","1.41","0.655555555555556","21.0033333333333","","241.111111111111","","","7.75222222222222","14_2009",30512,"0.26"
